1st,2nd*0.8,3rd*0.6,â¡èdïΩãœ
0.551854656,1.011898017,1.613040494,1.32366382
1.769559033,1.011898017,2.23832853,2.091577325
0.813043478,0.741107492,0.758923513,0.963781034
0.813043478,0.441483725,1.06173542,0.965109426
1.264872521,0.650434782,1.637386805,1.480289212
1.769559033,0.741107492,0.758923513,1.362329182
2.728978008,1.894456762,0.758923513,2.242649285
0.551854656,2.150720659,1.06173542,1.568462806
0.813043478,1.011898017,0.331112794,0.898355954
0.551854656,1.415647226,0.487826087,1.023053321
1.769559033,0.441483725,1.348280255,1.483051255
0.551854656,0.650434782,0.555830619,0.732550024
0.813043478,0.441483725,1.06173542,0.965109426
0.551854656,1.415647226,1.420842572,1.411810189
1.769559033,1.797707006,0.331112794,1.624324514
1.769559033,0.741107492,1.348280255,1.607894492
2.728978008,2.150720659,1.420842572,2.625225516
2.728978008,1.894456762,0.758923513,2.242649285
2.688400824,2.183182406,0.555830619,2.261422437
0.926384365,2.98443804,1.420842572,2.221527074
2.728978008,2.98443804,0.331112794,2.518553684
0.551854656,1.415647226,1.348280255,1.381575891
0.926384365,0.441483725,1.06173542,1.012334796
0.813043478,0.441483725,0.758923513,0.838937798
1.769559033,2.150720659,1.348280255,2.195233311
2.368070953,0.741107492,0.758923513,1.611709149
0.813043478,1.415647226,1.613040494,1.600721333
0.551854656,1.011898017,0.487826087,0.854824483
1.264872521,0.650434782,0.331112794,0.936008374
0.551854656,1.011898017,0.555830619,0.883159705
0.813043478,0.441483725,1.637386805,1.20496417
0.551854656,1.415647226,1.348280255,1.381575891
0.813043478,0.441483725,0.758923513,0.838937798
0.551854656,1.415647226,1.420842572,1.411810189
0.813043478,1.011898017,0.331112794,0.898355954
0.551854656,2.150720659,1.06173542,1.568462806
0.551854656,1.797707006,1.06173542,1.421373784
0.551854656,0.650434782,0.555830619,0.732550024
0.551854656,0.650434782,1.637386805,1.183198435
1.769559033,1.894456762,0.331112794,1.664636912
1.264872521,0.441483725,0.487826087,0.914242639
1.769559033,0.741107492,1.613040494,1.718211258
1.769559033,1.797707006,0.555830619,1.717956941
1.769559033,1.797707006,1.637386805,2.168605352
0.551854656,0.741107492,1.637386805,1.22097873
0.926384365,0.441483725,0.487826087,0.773205907
0.551854656,0.650434782,0.555830619,0.732550024
0.551854656,1.011898017,1.348280255,1.213347053
1.769559033,1.011898017,1.348280255,1.720723877
0.926384365,0.441483725,0.487826087,0.773205907
0.813043478,1.011898017,0.555830619,0.991988381
2.728978008,0.441483725,0.758923513,1.637243852
0.813043478,0.441483725,1.637386805,1.20496417
2.688400824,1.894456762,1.637386805,2.591768496
0.551854656,1.415647226,0.487826087,1.023053321
2.368070953,0.741107492,0.331112794,1.433454683
2.688400824,1.797707006,1.637386805,2.551456098
0.551854656,1.415647226,1.348280255,1.381575891
0.551854656,0.741107492,1.637386805,1.22097873
0.813043478,2.150720659,1.348280255,1.796685163
1.264872521,0.650434782,0.331112794,0.936008374
2.688400824,0.741107492,1.06173542,1.871351557
0.926384365,1.011898017,0.487826087,1.010878529
0.551854656,2.183182406,1.06173542,1.581988534
1.264872521,2.150720659,0.487826087,1.626424695
0.551854656,2.183182406,1.613040494,1.811698982
0.926384365,0.441483725,1.06173542,1.012334796
2.368070953,2.98443804,1.637386805,2.912456582
0.551854656,1.415647226,1.637386805,1.502036953
0.813043478,0.441483725,1.637386805,1.20496417
2.688400824,2.183182406,1.06173542,2.472216104
0.551854656,2.183182406,1.06173542,1.581988534
1.264872521,0.650434782,0.555830619,1.029640801
2.728978008,0.441483725,1.348280255,1.882809162
0.926384365,1.011898017,1.420842572,1.399635397
2.728978008,1.011898017,1.348280255,2.120481783
0.551854656,0.741107492,1.420842572,1.130751967
0.813043478,0.441483725,0.555830619,0.754315759
2.728978008,0.741107492,1.613040494,2.117969164
2.368070953,2.150720659,1.637386805,2.56507434
2.368070953,1.797707006,1.06173542,2.178130575
0.551854656,0.650434782,0.758923513,0.817172063
2.368070953,1.011898017,1.348280255,1.970103844
0.551854656,1.011898017,1.06173542,1.093953372
0.551854656,1.415647226,1.348280255,1.381575891
0.551854656,2.183182406,0.555830619,1.371194867
2.728978008,0.741107492,1.420842572,2.037886697
0.551854656,1.797707006,1.06173542,1.421373784
1.264872521,2.150720659,1.06173542,1.865553583
2.728978008,0.650434782,1.613040494,2.080188869
0.551854656,1.415647226,1.348280255,1.381575891
0.551854656,1.011898017,0.487826087,0.854824483
2.728978008,0.441483725,1.06173542,1.76341548
0.551854656,1.797707006,1.06173542,1.421373784
0.926384365,0.441483725,1.06173542,1.012334796
0.926384365,0.441483725,1.348280255,1.131728477
0.551854656,1.415647226,1.637386805,1.502036953
0.813043478,0.441483725,1.06173542,0.965109426
1.769559033,1.797707006,0.555830619,1.717956941
0.551854656,1.797707006,1.06173542,1.421373784
0.551854656,2.150720659,1.637386805,1.80831755
0.551854656,1.011898017,0.487826087,0.854824483
0.813043478,0.441483725,1.637386805,1.20496417
0.551854656,1.011898017,1.06173542,1.093953372
0.551854656,1.415647226,0.758923513,1.136010581
2.688400824,2.98443804,1.420842572,2.955700598
0.551854656,1.415647226,0.758923513,1.136010581
2.728978008,1.415647226,0.555830619,1.958523272
0.813043478,0.441483725,1.06173542,0.965109426
1.769559033,0.441483725,0.758923513,1.237485946
0.551854656,1.011898017,0.555830619,0.883159705
2.247133758,1.415647226,1.613040494,2.19825895
0.551854656,1.894456762,1.06173542,1.461686183
0.926384365,0.441483725,1.348280255,1.131728477
0.551854656,2.183182406,1.420842572,1.731616514
2.728978008,0.650434782,0.331112794,1.546052327
0.551854656,0.741107492,0.487826087,0.741995098
1.769559033,1.797707006,0.331112794,1.624324514
2.247133758,1.415647226,0.331112794,1.664122408
0.926384365,2.183182406,1.06173542,1.73804258
0.551854656,0.650434782,1.06173542,0.943343691
0.926384365,0.441483725,1.06173542,1.012334796
2.688400824,0.441483725,0.487826087,1.507379432
0.551854656,1.415647226,0.758923513,1.136010581
1.769559033,1.894456762,1.348280255,2.088456688
2.688400824,0.441483725,0.487826087,1.507379432
1.264872521,1.415647226,1.613040494,1.788983434
0.551854656,1.415647226,0.555830619,1.051388542
2.247133758,1.011898017,1.637386805,2.040174408
0.551854656,0.650434782,1.613040494,1.173054139
0.551854656,1.415647226,1.637386805,1.502036953
0.551854656,1.415647226,1.348280255,1.381575891
0.551854656,1.797707006,1.06173542,1.421373784
0.813043478,0.441483725,1.06173542,0.965109426
2.688400824,1.894456762,1.348280255,2.471307434
1.264872521,1.797707006,0.331112794,1.414038467
1.264872521,0.650434782,0.331112794,0.936008374
0.551854656,2.150720659,1.637386805,1.80831755
2.688400824,2.183182406,0.331112794,2.16779001
0.926384365,0.650434782,1.613040494,1.329108184
1.769559033,0.650434782,0.758923513,1.324548887
1.264872521,0.650434782,0.331112794,0.936008374
0.813043478,1.011898017,0.331112794,0.898355954
0.813043478,0.441483725,0.758923513,0.838937798
2.728978008,0.441483725,1.06173542,1.76341548
0.813043478,0.741107492,0.758923513,0.963781034
0.813043478,0.441483725,1.637386805,1.20496417
1.769559033,2.150720659,1.637386805,2.315694374
0.551854656,1.415647226,1.348280255,1.381575891
0.926384365,0.441483725,1.06173542,1.012334796
2.728978008,2.150720659,0.331112794,2.171171442
0.551854656,1.415647226,1.637386805,1.502036953
0.551854656,1.415647226,0.758923513,1.136010581
1.769559033,1.011898017,0.331112794,1.296904101
1.264872521,0.650434782,0.331112794,0.936008374
0.926384365,2.183182406,1.348280255,1.857436261
1.769559033,0.441483725,1.637386805,1.603512318
0.551854656,1.011898017,1.637386805,1.333808116
0.551854656,1.415647226,0.758923513,1.136010581
1.769559033,2.150720659,1.637386805,2.315694374
1.264872521,0.441483725,1.06173542,1.153371527
0.551854656,1.011898017,0.487826087,0.854824483
2.368070953,0.741107492,0.487826087,1.498751888
0.926384365,0.441483725,0.758923513,0.886163168
0.551854656,1.415647226,1.613040494,1.491892657
0.551854656,1.415647226,1.637386805,1.502036953
2.728978008,1.797707006,0.487826087,2.089379626
0.551854656,1.011898017,1.06173542,1.093953372
0.813043478,0.441483725,0.555830619,0.754315759
0.551854656,1.797707006,1.420842572,1.571001764
2.728978008,1.011898017,1.613040494,2.23079855
0.926384365,0.650434782,1.420842572,1.249025716
2.368070953,1.797707006,1.637386805,2.417985318
0.551854656,1.415647226,1.637386805,1.502036953
0.813043478,2.183182406,1.613040494,1.920527658
2.368070953,0.741107492,0.331112794,1.433454683
1.769559033,1.011898017,1.637386805,1.841184939
0.551854656,2.183182406,1.06173542,1.581988534
2.688400824,0.441483725,1.637386805,1.986363064
1.264872521,1.415647226,0.331112794,1.254846892
0.551854656,1.415647226,0.487826087,1.023053321
2.368070953,1.415647226,1.348280255,2.138332681
0.551854656,1.415647226,0.758923513,1.136010581
0.813043478,1.415647226,0.331112794,1.066584791
0.926384365,0.441483725,1.348280255,1.131728477
0.926384365,1.011898017,1.637386805,1.489862161
0.551854656,0.741107492,0.758923513,0.854952359
0.551854656,1.415647226,0.555830619,1.051388542
0.813043478,2.183182406,0.331112794,1.386391116
0.813043478,1.011898017,1.637386805,1.442636792
1.264872521,0.650434782,0.331112794,0.936008374
0.813043478,1.415647226,0.331112794,1.066584791
1.264872521,0.650434782,1.06173542,1.240434468
2.688400824,2.183182406,2.23832853,2.962463234
0.551854656,2.150720659,1.06173542,1.568462806
1.769559033,0.741107492,1.637386805,1.728355554
0.551854656,0.741107492,1.348280255,1.100517668
1.769559033,2.183182406,1.348280255,2.208759039
0.551854656,1.415647226,1.348280255,1.381575891
0.926384365,2.150720659,1.637386805,1.964371595
0.926384365,0.441483725,0.487826087,0.773205907
0.926384365,1.894456762,1.348280255,1.737133909
1.769559033,2.183182406,1.613040494,2.319075806
0.813043478,0.441483725,0.555830619,0.754315759
2.368070953,2.183182406,0.555830619,2.127951658
3.73054755,2.183182406,1.420842572,3.056071887
2.688400824,0.741107492,0.331112794,1.566925462
1.264872521,2.183182406,0.487826087,1.639950423
0.551854656,1.011898017,1.06173542,1.093953372
2.688400824,1.415647226,0.331112794,1.847983685
0.551854656,1.011898017,1.637386805,1.333808116
2.728978008,1.415647226,1.613040494,2.399027387
0.551854656,2.183182406,0.487826087,1.342859646
1.264872521,0.650434782,0.331112794,0.936008374
0.551854656,0.741107492,1.06173542,0.981123987
0.551854656,1.011898017,1.613040494,1.32366382
0.813043478,1.011898017,1.613040494,1.432492496
1.264872521,2.183182406,1.420842572,2.028707291
1.264872521,0.441483725,1.06173542,1.153371527
0.551854656,1.797707006,0.758923513,1.295202156
0.813043478,1.011898017,0.331112794,0.898355954
1.264872521,1.415647226,1.348280255,1.678666668
0.551854656,1.415647226,1.348280255,1.381575891
1.264872521,0.650434782,0.331112794,0.936008374
0.926384365,2.183182406,1.613040494,1.967753027
1.769559033,2.150720659,0.487826087,1.836710741
2.247133758,0.441483725,1.06173542,1.562647043
2.728978008,0.741107492,0.487826087,1.649129828
1.264872521,0.441483725,0.555830619,0.94257786
1.264872521,0.441483725,0.555830619,0.94257786
0.551854656,1.797707006,0.555830619,1.210580117
0.551854656,0.741107492,1.348280255,1.100517668
0.551854656,0.650434782,0.758923513,0.817172063
0.926384365,1.011898017,0.487826087,1.010878529
0.551854656,2.150720659,1.06173542,1.568462806
0.926384365,1.415647226,0.331112794,1.11381016
0.551854656,0.650434782,1.348280255,1.062737372
2.247133758,0.441483725,1.06173542,1.562647043
2.728978008,0.650434782,0.758923513,1.724306793
0.813043478,0.441483725,0.758923513,0.838937798
0.551854656,1.415647226,1.613040494,1.491892657
2.368070953,2.183182406,0.555830619,2.127951658
0.551854656,0.741107492,1.637386805,1.22097873
0.813043478,0.441483725,0.555830619,0.754315759
2.728978008,1.415647226,1.348280255,2.288710621
2.688400824,0.741107492,0.758923513,1.745179929
0.813043478,0.441483725,0.555830619,0.754315759
2.368070953,2.98443804,0.758923513,2.546430211
0.926384365,0.441483725,1.420842572,1.161962776
0.926384365,1.797707006,0.758923513,1.451256202
1.264872521,0.441483725,1.06173542,1.153371527
0.813043478,2.150720659,0.331112794,1.372865388
2.688400824,0.650434782,1.348280255,1.952964942
2.688400824,1.797707006,0.487826087,2.072472466
0.551854656,2.183182406,1.348280255,1.701382216
0.551854656,0.741107492,0.487826087,0.741995098
0.551854656,2.183182406,0.487826087,1.342859646
0.813043478,1.415647226,1.637386805,1.610865629
1.264872521,1.415647226,1.613040494,1.788983434
0.551854656,1.011898017,1.613040494,1.32366382
0.551854656,0.650434782,0.758923513,0.817172063
0.551854656,1.011898017,0.487826087,0.854824483
2.728978008,2.150720659,1.420842572,2.625225516
0.551854656,1.415647226,1.613040494,1.491892657
0.551854656,0.650434782,0.758923513,0.817172063
2.728978008,1.894456762,1.348280255,2.488214594
1.264872521,2.183182406,1.613040494,2.108789759
0.551854656,1.011898017,1.06173542,1.093953372
2.728978008,2.98443804,1.420842572,2.972607758
0.551854656,1.415647226,0.758923513,1.136010581
0.551854656,1.415647226,0.487826087,1.023053321
2.688400824,1.415647226,0.331112794,1.847983685
0.926384365,2.150720659,1.637386805,1.964371595
0.551854656,1.011898017,0.487826087,0.854824483
1.769559033,2.150720659,2.23832853,2.566086759
2.728978008,0.741107492,1.420842572,2.037886697
1.264872521,0.441483725,1.637386805,1.393226271
0.551854656,2.150720659,1.06173542,1.568462806
0.551854656,1.415647226,0.758923513,1.136010581
0.926384365,1.797707006,1.06173542,1.57742783
0.551854656,1.797707006,1.06173542,1.421373784
0.551854656,1.415647226,1.613040494,1.491892657
0.813043478,1.894456762,0.555830619,1.359721191
1.264872521,0.650434782,0.331112794,0.936008374
0.551854656,2.183182406,1.613040494,1.811698982
0.551854656,1.894456762,0.555830619,1.250892516
2.368070953,2.183182406,0.487826087,2.099616436
0.926384365,1.415647226,1.348280255,1.537629936
1.264872521,1.415647226,0.487826087,1.320144098
2.728978008,0.650434782,0.331112794,1.546052327
2.728978008,0.650434782,0.331112794,1.546052327
1.264872521,1.415647226,0.331112794,1.254846892
0.813043478,1.011898017,1.420842572,1.352410028
1.769559033,0.441483725,1.637386805,1.603512318
0.926384365,0.441483725,1.06173542,1.012334796
1.264872521,0.650434782,1.613040494,1.470144916
0.813043478,2.183182406,1.613040494,1.920527658
0.551854656,1.415647226,1.420842572,1.411810189
0.551854656,0.650434782,1.06173542,0.943343691
0.551854656,1.797707006,1.06173542,1.421373784
2.728978008,1.011898017,2.23832853,2.491335231
1.769559033,0.441483725,1.348280255,1.483051255
0.813043478,0.441483725,1.06173542,0.965109426
0.551854656,1.011898017,0.487826087,0.854824483
0.551854656,1.011898017,1.420842572,1.243581352
0.551854656,1.415647226,0.758923513,1.136010581
2.688400824,1.011898017,1.348280255,2.103574623
1.264872521,2.183182406,0.331112794,1.574653217
0.551854656,0.650434782,0.758923513,0.817172063
0.551854656,2.183182406,1.06173542,1.581988534
1.769559033,2.98443804,1.348280255,2.542615553
1.264872521,0.650434782,1.06173542,1.240434468
2.728978008,0.741107492,1.613040494,2.117969164
0.551854656,0.741107492,0.487826087,0.741995098
0.551854656,1.415647226,1.637386805,1.502036953
1.264872521,0.441483725,1.613040494,1.383081975
0.551854656,1.011898017,1.06173542,1.093953372
0.813043478,0.441483725,1.637386805,1.20496417
0.551854656,1.011898017,0.487826087,0.854824483
1.264872521,0.650434782,0.331112794,0.936008374
0.813043478,0.441483725,0.555830619,0.754315759
0.551854656,0.650434782,1.06173542,0.943343691
1.769559033,0.441483725,1.348280255,1.483051255
0.551854656,0.650434782,1.06173542,0.943343691
0.551854656,1.415647226,1.420842572,1.411810189
0.551854656,2.183182406,0.758923513,1.455816906
0.813043478,0.441483725,0.555830619,0.754315759
1.769559033,0.441483725,1.348280255,1.483051255
0.926384365,1.894456762,0.331112794,1.313314134
2.247133758,0.441483725,1.613040494,1.792357491
0.551854656,0.741107492,0.487826087,0.741995098
0.551854656,0.650434782,1.06173542,0.943343691
2.247133758,0.441483725,1.06173542,1.562647043
1.264872521,1.797707006,0.331112794,1.414038467
0.926384365,1.415647226,0.487826087,1.179107366
1.264872521,0.441483725,0.555830619,0.94257786
2.728978008,1.011898017,0.487826087,1.761959213
0.813043478,1.011898017,1.06173542,1.202782048
0.551854656,0.650434782,1.06173542,0.943343691
0.551854656,1.011898017,0.487826087,0.854824483
0.551854656,2.183182406,0.487826087,1.342859646
0.551854656,1.415647226,1.613040494,1.491892657
0.551854656,0.650434782,1.613040494,1.173054139
0.551854656,0.650434782,0.758923513,0.817172063
1.264872521,0.650434782,0.331112794,0.936008374
0.551854656,1.415647226,1.637386805,1.502036953
2.728978008,0.650434782,1.613040494,2.080188869
0.926384365,2.183182406,1.06173542,1.73804258
2.728978008,2.150720659,1.348280255,2.594991218
0.926384365,0.441483725,0.758923513,0.886163168
2.728978008,2.150720659,0.555830619,2.264803869
0.551854656,0.650434782,1.06173542,0.943343691
0.926384365,1.011898017,1.420842572,1.399635397
0.551854656,0.741107492,0.758923513,0.854952359
0.551854656,0.741107492,1.420842572,1.130751967
0.551854656,0.741107492,1.06173542,0.981123987
1.264872521,0.441483725,1.06173542,1.153371527
2.728978008,2.150720659,1.06173542,2.475597536
0.551854656,0.650434782,0.758923513,0.817172063
0.551854656,0.650434782,0.555830619,0.732550024
0.551854656,1.415647226,1.637386805,1.502036953
0.813043478,0.441483725,0.555830619,0.754315759
1.769559033,2.183182406,0.331112794,1.784939264
2.728978008,0.650434782,0.758923513,1.724306793
1.264872521,2.150720659,1.420842572,2.015181563
2.247133758,1.415647226,0.331112794,1.664122408
2.247133758,1.415647226,0.331112794,1.664122408
2.728978008,0.650434782,1.06173542,1.850478421
2.728978008,0.741107492,0.331112794,1.583832622
0.813043478,0.741107492,0.331112794,0.785526568
0.551854656,2.183182406,1.06173542,1.581988534
2.688400824,2.183182406,0.331112794,2.16779001
2.728978008,0.441483725,1.613040494,1.993125928
1.264872521,0.441483725,0.555830619,0.94257786
2.728978008,0.741107492,1.348280255,2.007652398
0.813043478,0.441483725,1.06173542,0.965109426
2.368070953,2.150720659,1.637386805,2.56507434
0.551854656,0.650434782,0.758923513,0.817172063
0.551854656,1.011898017,1.637386805,1.333808116
0.926384365,0.441483725,1.637386805,1.252189539
2.688400824,1.797707006,1.06173542,2.311601354
1.769559033,2.150720659,1.420842572,2.22546761
2.728978008,0.441483725,0.487826087,1.524286592
1.769559033,1.894456762,1.637386805,2.20891775
0.551854656,2.150720659,1.348280255,1.687856488
0.551854656,1.415647226,1.348280255,1.381575891
1.264872521,0.741107492,1.420842572,1.427842744
0.551854656,1.415647226,1.613040494,1.491892657
2.728978008,1.011898017,1.06173542,2.001088102
0.813043478,1.011898017,1.637386805,1.442636792
0.551854656,1.011898017,1.348280255,1.213347053
0.551854656,1.011898017,0.487826087,0.854824483
0.926384365,0.650434782,1.613040494,1.329108184
0.551854656,0.650434782,1.637386805,1.183198435
1.264872521,0.441483725,0.555830619,0.94257786
0.926384365,1.415647226,0.331112794,1.11381016
0.551854656,1.797707006,1.06173542,1.421373784
0.926384365,0.441483725,0.487826087,0.773205907
2.728978008,1.011898017,1.348280255,2.120481783
0.551854656,2.183182406,1.06173542,1.581988534
0.551854656,1.415647226,0.555830619,1.051388542
0.813043478,1.011898017,0.331112794,0.898355954
0.926384365,1.415647226,0.331112794,1.11381016
0.813043478,1.011898017,0.331112794,0.898355954
2.688400824,1.415647226,0.331112794,1.847983685
0.926384365,1.011898017,1.613040494,1.479717865
1.769559033,2.150720659,0.555830619,1.865045963
1.264872521,2.183182406,1.06173542,1.879079311
0.551854656,0.650434782,0.758923513,0.817172063
0.813043478,0.441483725,1.06173542,0.965109426
1.264872521,2.183182406,0.331112794,1.574653217
0.551854656,1.011898017,1.637386805,1.333808116
0.813043478,0.441483725,0.758923513,0.838937798
2.728978008,0.441483725,1.06173542,1.76341548
0.813043478,0.441483725,0.555830619,0.754315759
1.264872521,0.441483725,1.348280255,1.272765209
2.728978008,1.894456762,2.23832853,2.859068042
1.769559033,0.441483725,1.348280255,1.483051255
0.551854656,1.797707006,1.06173542,1.421373784
0.813043478,0.441483725,0.555830619,0.754315759
0.551854656,1.415647226,0.758923513,1.136010581
2.688400824,2.183182406,0.487826087,2.233087216
0.551854656,0.741107492,1.637386805,1.22097873
0.551854656,1.415647226,0.758923513,1.136010581
1.264872521,0.650434782,0.555830619,1.029640801
1.264872521,0.650434782,1.06173542,1.240434468
1.264872521,0.441483725,1.348280255,1.272765209
0.551854656,0.650434782,1.06173542,0.943343691
0.551854656,1.797707006,1.06173542,1.421373784
0.926384365,1.797707006,0.331112794,1.273001735
1.264872521,1.797707006,2.23832853,2.208711691
0.551854656,2.98443804,1.06173542,1.915845048
2.247133758,2.183182406,0.487826087,2.049225938
0.926384365,0.650434782,0.331112794,0.794971642
0.926384365,1.011898017,0.487826087,1.010878529
2.688400824,1.894456762,1.637386805,2.591768496
2.728978008,1.797707006,1.06173542,2.328508514
0.551854656,1.011898017,1.420842572,1.243581352
0.813043478,0.441483725,1.06173542,0.965109426
0.926384365,0.650434782,0.758923513,0.973226108
0.926384365,0.441483725,1.06173542,1.012334796
2.728978008,0.741107492,1.06173542,1.888258717
2.368070953,0.441483725,2.23832853,2.10328467
2.688400824,1.011898017,0.331112794,1.679754848
1.769559033,0.441483725,1.613040494,1.593368022
1.769559033,1.011898017,0.487826087,1.362201307
1.769559033,2.183182406,0.331112794,1.784939264
0.551854656,2.150720659,1.637386805,1.80831755
0.551854656,1.011898017,0.555830619,0.883159705
0.551854656,0.650434782,0.758923513,0.817172063
1.264872521,2.183182406,0.555830619,1.668285644
1.264872521,1.415647226,1.637386805,1.79912773
0.551854656,1.415647226,1.613040494,1.491892657
0.926384365,1.415647226,0.331112794,1.11381016
2.688400824,0.441483725,1.06173542,1.74650832
0.551854656,1.011898017,1.348280255,1.213347053
1.264872521,2.183182406,1.06173542,1.879079311
0.926384365,0.650434782,0.331112794,0.794971642
